SwitchCase.py,3,8,0,4,100.0,1.0826287269592285
SwitchCase.py,3,8,1,18,100.0,3.7552201747894287
SwitchCase.py,3,8,2,17,100.0,3.5550544261932373
SwitchCase.py,3,8,3,6,100.0,1.4783968925476074
SwitchCase.py,3,8,4,3,100.0,0.8683176040649414
SwitchCase.py,3,8,5,6,100.0,1.4504082202911377
SwitchCase.py,3,8,6,20,100.0,4.233770370483398
SwitchCase.py,3,8,7,3,100.0,0.8733572959899902
SwitchCase.py,3,8,8,2,100.0,0.7190098762512207
SwitchCase.py,3,8,9,1,100.0,0.49273014068603516
SwitchCase.py,3,6,0,4,100.0,0.8253872394561768
SwitchCase.py,3,6,1,13,100.0,2.1874375343322754
SwitchCase.py,3,6,2,35,100.0,5.4347405433654785
SwitchCase.py,3,6,3,9,100.0,1.534919023513794
SwitchCase.py,3,6,4,44,100.0,6.81697416305542
SwitchCase.py,3,6,5,23,100.0,3.6606900691986084
SwitchCase.py,3,6,6,8,100.0,1.4015369415283203
SwitchCase.py,3,6,7,25,100.0,3.8998923301696777
SwitchCase.py,3,6,8,21,100.0,3.3385987281799316
SwitchCase.py,3,6,9,1,100.0,0.45728397369384766
SwitchCase.py,3,10,0,2,100.0,0.8362531661987305
SwitchCase.py,3,10,1,16,100.0,4.198957204818726
SwitchCase.py,3,10,2,19,100.0,4.958422422409058
SwitchCase.py,3,10,3,8,100.0,2.2797460556030273
SwitchCase.py,3,10,4,1,100.0,0.5799953937530518
SwitchCase.py,3,10,5,7,100.0,2.1091856956481934
SwitchCase.py,3,10,6,0,100.0,0.34402918815612793
SwitchCase.py,3,10,7,1,100.0,0.5858750343322754
SwitchCase.py,3,10,8,4,100.0,1.3742637634277344
SwitchCase.py,3,10,9,2,100.0,0.824721097946167
